name,category_code,country_code,founded_year,funding_total_usd,funding_rounds,status
Filter Sensing Technologies,cleantech,USA,,2000000.0,1,operating
SimplyBox,software,USA,,1300000.0,1,operating
lynda.com,education,USA,1995.0,103000000.0,1,operating
WhatClinic.com,search,IRL,2006.0,4219300.0,2,operating
Artvalue.com,ecommerce,LUX,2002.0,124691.0,1,operating
Plaxica,cleantech,GBR,2008.0,19940193.0,2,operating
Soup.io,web,AUT,,111520.0,2,operating
Appistry,analytics,USA,2001.0,50403882.0,9,operating
YapStone,hardware,USA,1999.0,50000000.0,1,operating
Gigya,enterprise,USA,2006.0,69800000.0,6,operating
PropertyBridge,software,USA,2003.0,2000000.0,1,acquired
Synergy Hub,consulting,USA,2010.0,50000.0,1,operating
Twitter,social,USA,2006.0,1160166511.0,8,ipo
Reframe It,web,USA,2007.0,3000000.0,2,operating
Amuso,games_video,GBR,,1500000.0,1,operating
Deporvillage,ecommerce,ESP,2010.0,507080.0,1,operating
Sailthru,public_relations,USA,2008.0,28000000.0,3,operating
Resoomay,software,USA,2012.0,35000.0,1,operating
DormNoise,web,USA,,950000.0,2,closed
Cloudy.fr,enterprise,FRA,2011.0,32370.0,1,operating
Philoptima,consulting,USA,2007.0,200000.0,1,operating
Zattoo,games_video,USA,2005.0,10000000.0,1,operating
DoesThatMakeSense.com,education,USA,2009.0,250000.0,1,operating
eriQoo,search,JPN,2006.0,40000000.0,2,operating
Carma,transportation,IRL,2007.0,10100000.0,3,operating
Baynote,software,USA,2004.0,27750000.0,3,operating
Songbird,mobile,USA,2006.0,11015719.0,3,closed
Poptent,photo_video,USA,2007.0,8500000.0,2,operating
Kiva Systems,hardware,USA,2003.0,11600000.0,2,acquired
Access Point,advertising,ROM,2008.0,4500000.0,1,operating
bizk.it,enterprise,GBR,2008.0,1300000.0,2,operating
Nexenta Systems,software,USA,2005.0,49860000.0,4,operating
Acesis,software,USA,2006.0,3638201.0,1,operating
Xtify Inc.,mobile,USA,2009.0,5686383.0,2,acquired
kooaba,mobile,CHE,2006.0,2920000.0,1,operating
Apaja,games_video,FIN,2001.0,2524025.0,1,operating
Soonr,enterprise,USA,2005.0,23000000.0,4,operating
SolFocus,cleantech,USA,2005.0,211403000.0,8,closed
iJento,analytics,USA,,17704186.0,3,operating
Wakoopa,web,NLD,2007.0,1000000.0,1,operating
YourSports,sports,USA,2006.0,1500000.0,2,operating
PrivateFly,transportation,GBR,,3127273.0,1,operating
Trunk Archive,photo_video,USA,2004.0,139051.0,1,operating
Telecardia,semiconductor,USA,,1500000.0,1,operating
Netcontinuum,software,USA,1999.0,15000000.0,1,acquired
GridNetworks,network_hosting,USA,2004.0,30000000.0,4,closed
Guardian Analytics,security,USA,2005.0,40300000.0,5,operating
Vinfolio,ecommerce,USA,2003.0,10600000.0,4,operating
Entellium,enterprise,MYS,2000.0,50000000.0,1,operating
Quigo,advertising,USA,2000.0,35000000.0,2,acquired
Nubee,games_video,SGP,2010.0,13000000.0,1,operating
Britely,web,USA,2007.0,3900000.0,3,operating
GrupHediye,social,TUR,2010.0,1000000.0,1,operating
Guardium,search,USA,2002.0,11800000.0,2,acquired
Sentrigo,software,USA,2006.0,9500000.0,3,acquired
ExactTarget,software,USA,2000.0,238209999.0,7,acquired
Vontoo,public_relations,USA,2005.0,2192000.0,2,closed
FORA.tv,games_video,USA,2005.0,8000000.0,2,operating
Voxel (Internap),network_hosting,USA,1999.0,5500000.0,1,acquired
my6sense,advertising,ISR,2007.0,7500000.0,4,operating
Fleck,web,NLD,2006.0,287033.0,1,closed
Infima Technologies,network_hosting,ISR,2006.0,630000.0,2,closed
Comeks,mobile,GIN,,1000000.0,1,closed
Viximo,web,USA,,5000000.0,1,operating
Disqus,web,USA,2007.0,20500000.0,4,operating
Chloe & Isabel,ecommerce,USA,2011.0,11750000.0,2,operating
DubMeNow,mobile,USA,2008.0,7516703.0,4,closed
Lift Worldwide,web,USA,2011.0,2500000.0,2,operating
SezWho,web,USA,2006.0,1000000.0,1,acquired
Siri,software,USA,2007.0,24000000.0,2,acquired
Peer39,advertising,USA,2006.0,29915001.0,7,acquired
bContext,mobile,USA,2011.0,240000.0,3,operating
fav.or.it,web,GBR,2007.0,712000.0,1,closed
Exco inTouch,biotech,GBR,,4691323.0,1,operating
mBLAST,software,USA,2000.0,12914607.0,1,operating
BidPal Network,nonprofit,USA,2008.0,10785800.0,5,operating
MSI Methylation Sciences,biotech,CAN,2007.0,18380250.0,1,operating
Authentix,security,USA,,16166376.0,3,operating
AirSense Wireless,mobile,GBR,2010.0,2502039.0,1,operating
Dailybreak Media,advertising,USA,2008.0,10510000.0,4,operating
Cloudera,enterprise,USA,2008.0,141000000.0,5,operating
Vuclip,photo_video,USA,2008.0,27000000.0,3,operating
Engineering Ideas,consulting,ZAF,2008.0,60000.0,1,closed
SkillsTrak,enterprise,GBR,2006.0,640000.0,1,operating
Replicon,enterprise,CAN,1996.0,20000000.0,1,operating
ResearchGate,social,DEU,2008.0,35000000.0,3,operating
Booyah,games_video,USA,2008.0,59500000.0,4,operating
AlphaClone,finance,USA,2008.0,1400000.0,3,operating
MinuteKey,hardware,USA,2008.0,20600000.0,2,operating
MX Logic,security,USA,2002.0,4000000.0,1,acquired
Websense,software,USA,1994.0,18000000.0,1,ipo
FatTail,web,USA,2001.0,3500000.0,1,operating
Qloud,games_video,USA,2007.0,600000.0,1,acquired
Coghead,web,USA,2003.0,11200000.0,2,acquired
Image Metrics,software,USA,2000.0,21267558.0,4,operating
Thismoment,enterprise,USA,2008.0,34379578.0,7,operating
Apigee,enterprise,USA,2004.0,107100000.0,6,operating
Pockets United,mobile,DEU,2011.0,161160.0,2,operating
Webtab,mobile,USA,2010.0,2000000.0,1,operating
TravelRent.com,travel,CYP,,2000000.0,1,operating
iDevices,hardware,USA,,850000.0,2,operating
Vitrue,enterprise,USA,2006.0,33000000.0,4,acquired
"Wildfire, a division of Google",enterprise,USA,2008.0,14100000.0,4,acquired
FanSnap,web,USA,2007.0,15700000.0,3,operating
Ondango,social,DEU,2010.0,1170000.0,2,operating
SolarCity,cleantech,USA,2006.0,789039992.0,13,ipo
Embotics,software,CAN,2006.0,12400000.0,2,operating
GotGame,games_video,USA,2006.0,1000000.0,2,operating
Pantheon,enterprise,USA,2010.0,11300009.0,3,operating
Pelago,mobile,USA,2005.0,22400000.0,3,acquired
Kuponjo,advertising,DEU,2010.0,167600.0,2,closed
Biz360,web,USA,,13800000.0,2,acquired
BestContractors.com,web,USA,2005.0,3450000.0,1,acquired
The Game Creators,games_video,GBR,1999.0,25000.0,1,operating
Karo Internet,games_video,DEU,2007.0,1204795.0,3,closed
Shangby,ecommerce,CHN,,1000000.0,1,operating
Railsware,software,UKR,2006.0,60000.0,1,operating
BlackStratus,software,USA,1999.0,1500150.0,1,operating
Salorix,advertising,USA,2009.0,3500000.0,1,operating
Kaixin001,network_hosting,CHN,2008.0,124000000.0,3,operating
Akimbo,games_video,USA,,35700000.0,4,closed
Ukash,web,GBR,2001.0,14400000.0,1,operating
Formspring,web,USA,2009.0,14255000.0,3,operating
ReverbNation,software,USA,2006.0,5000000.0,2,operating
Real Girls Media Network,software,USA,2006.0,6000000.0,1,acquired
For Your Imagination,games_video,USA,2007.0,1300000.0,1,closed
WhiteWilly,web,USA,2011.0,46000.0,3,operating
Code42,software,USA,2001.0,52500000.0,1,operating
Cycell,mobile,GBR,,2535759.0,2,operating
VeruTEK Technologies,cleantech,USA,2006.0,3469500.0,3,operating
AdECN,advertising,USA,2003.0,3100000.0,1,acquired
Wishabi,ecommerce,CAN,2008.0,16000000.0,2,operating
Vringo,software,USA,2006.0,36982000.0,6,ipo
SimpleReach,advertising,USA,,3100000.0,2,operating
Zooomr,web,USA,2006.0,50000.0,1,closed
Plazes,web,DEU,2006.0,4695100.0,2,acquired
SureSpeak,games_video,USA,2007.0,1600000.0,1,operating
CarZen,web,USA,2008.0,350000.0,1,acquired
Faves,web,USA,2004.0,1500000.0,1,closed
Curbed Network,web,USA,2004.0,1500000.0,1,acquired
CTI Towers,public_relations,USA,2011.0,30000000.0,1,operating
C4M,mobile,FRA,2004.0,3587250.0,1,operating
Cernium,software,USA,1996.0,17500000.0,2,operating
NetSocket,network_hosting,USA,2006.0,21657412.0,4,operating
Rebel Monkey,web,USA,2007.0,1000000.0,1,operating
Syndiant,semiconductor,USA,2004.0,26185935.0,4,operating
mDialog,advertising,CAN,2005.0,8150000.0,2,operating
Softricity,software,USA,1999.0,15000000.0,1,acquired
Whale Communications,software,USA,1998.0,15000000.0,3,acquired
isocket,advertising,USA,2009.0,10104119.0,3,operating
SideStep,web,USA,1999.0,32000000.0,4,acquired
HiveLive,enterprise,USA,,8950000.0,3,acquired
Movidius,semiconductor,IRL,2005.0,46500000.0,4,operating
Transmedia Corporation,software,USA,2001.0,6500000.0,1,operating
Pumant,software,GBR,2005.0,1200000.0,1,closed
Kirusa,public_relations,USA,2001.0,26830000.0,3,operating
NuFlick,games_video,MEX,2011.0,70000.0,2,operating
Nexaweb Technologies,software,USA,2000.0,14603757.0,3,operating
Screaming Sports,network_hosting,USA,,1250000.0,1,operating
Goodmail Systems,security,USA,2003.0,45000000.0,4,closed
ClickShift,software,USA,2005.0,6000000.0,1,acquired
Emotive Communications,enterprise,USA,2011.0,13950000.0,2,operating
Games2Win,games_video,IND,2005.0,13000000.0,3,acquired
Laszlo Systems,messaging,USA,2000.0,37490000.0,6,acquired
Sophia Search,search,USA,2007.0,4900000.0,2,operating
ixigo,travel,IND,2006.0,18500000.0,2,operating
semanticlabs,software,AUT,2005.0,2073280.0,2,operating
Profit Point,software,USA,,2500000.0,1,operating
Dukky,analytics,USA,2008.0,1000000.0,1,operating
Suksh Tech.,software,IND,2008.0,1500000.0,1,operating
Bluebell Telecom,network_hosting,GBR,,6124490.0,1,operating
Wengo,ecommerce,FRA,2005.0,8775600.0,1,operating
maufait,mobile,USA,2007.0,25000.0,1,closed
Evi,search,GBR,2005.0,5190129.0,2,operating
Trusteer,security,USA,2006.0,10100000.0,2,acquired
ShopAdvisor,advertising,USA,2011.0,6950000.0,2,operating
A10 Networks,network_hosting,USA,2004.0,118000000.0,4,operating
GotCast,games_video,USA,2007.0,50000.0,1,operating
PictureMe Universe,photo_video,USA,2010.0,5000.0,3,operating
Blue Box,enterprise,USA,2003.0,5800000.0,2,operating
Genmedica Therapeutics,biotech,ESP,,19464900.0,2,operating
Phoenix Health and Safety,consulting,GBR,,397307.0,1,operating
Euroling,search,SWE,,1020966.0,1,operating
Yedda,web,ISR,2006.0,2500000.0,2,acquired
Tidalwave Trader,web,USA,2008.0,200000.0,1,closed
Virtual Telephone & Telegraph,enterprise,USA,2006.0,3500000.0,1,closed
BrightRoll,advertising,USA,2006.0,46000000.0,4,operating
XE Corporation,mobile,USA,2000.0,500000.0,1,operating
MeetDoctor,health,IDN,2011.0,380000.0,1,operating
Farecast,search,USA,2003.0,20600000.0,3,acquired
Casero,web,CAN,2002.0,13300000.0,2,acquired
Bright Things,games_video,GBR,,800000.0,1,operating
SocialGO,social,GBR,2007.0,3000000.0,2,operating
MOBi-LEARN,mobile,IRL,2009.0,117059.0,1,operating
Pops,mobile,ISR,2011.0,1500000.0,1,operating
TuneIn,games_video,USA,2002.0,47500000.0,4,operating
Seventymm,ecommerce,IND,2005.0,1800000.0,1,operating
MerchantCircle,web,USA,2005.0,14300000.0,2,acquired
TasteSpace,web,USA,2007.0,300000.0,1,closed
Abiquo,enterprise,ESP,2006.0,25560400.0,8,operating
BrightScope,finance,USA,2008.0,5900000.0,3,operating
uberVU,web,GBR,2008.0,585745.0,2,operating
Minekey,web,USA,2005.0,3600000.0,2,closed
Deskom,enterprise,FRA,,4156680.0,2,acquired
MoBeam,mobile,USA,2010.0,12470844.0,7,operating
Compete,consulting,USA,2000.0,33000000.0,4,acquired
Fusion Sheep,software,POL,2010.0,213900.0,1,operating
TeeBeeDee,web,USA,,4800000.0,1,closed
StatSheet,sports,USA,2007.0,5300000.0,2,operating
Ozone Media Solutions,web,IND,2006.0,4000000.0,1,operating
RepairPal,web,USA,2007.0,21300000.0,6,operating
Star Fever Agency,games_video,CAN,2009.0,550000.0,2,closed
Crescendo Networks,network_hosting,ISR,2002.0,24500000.0,3,acquired
8tracks Radio,music,USA,2008.0,1200000.0,1,operating
Diffbot,analytics,USA,2010.0,2000000.0,1,operating
Dailymotion,news,FRA,2005.0,68500000.0,3,acquired
Zoopla,real_estate,GBR,2007.0,10445659.0,3,operating
Wander,web,USA,2011.0,1200000.0,2,operating
Model Metrics,enterprise,USA,2003.0,2500000.0,1,acquired
Vox Media,news,USA,2003.0,61132220.0,6,operating
Netviewer,software,DEU,2001.0,23980000.0,3,acquired
Booking Angel,web,USA,,100000.0,1,closed
Doppelganger,web,USA,,11000000.0,1,closed
Yoolink,enterprise,FRA,,779850.0,1,operating
Xignite,finance,USA,2003.0,12875000.0,3,operating
RadarFind,mobile,USA,2003.0,2000000.0,1,operating
Brickfish,software,USA,2005.0,940261.0,1,acquired
Loylty Rewardz Management,advertising,IND,,4400000.0,1,operating
Zmags,software,DNK,2006.0,20849997.0,6,operating
RisparmioSuper,ecommerce,ITA,,1154812.0,2,operating
Inspiration Biopharmaceuticals,biotech,USA,2004.0,247640946.0,1,operating
Asure Software,software,USA,1985.0,3200000.0,1,ipo
Dipity,web,USA,2007.0,900000.0,1,operating
Awdio,games_video,FRA,2007.0,1955250.0,1,operating
StumbleUpon,web,USA,2002.0,18500000.0,4,acquired
KickApps,enterprise,USA,2004.0,39007789.0,3,acquired
DogTime Media,web,USA,2006.0,1000000.0,1,operating
Newmerix,software,USA,2002.0,7000000.0,1,closed
StreetFire,web,USA,2004.0,7900000.0,2,acquired
Squarespace,web,USA,2004.0,38500000.0,1,operating
Glow Digital Media,advertising,GBR,2009.0,1300000.0,1,operating
Azuki Systems,enterprise,USA,2008.0,28100000.0,6,operating
LucidLogix Technologies,software,ISR,2004.0,40000000.0,4,operating
Turn,advertising,USA,2004.0,61123499.0,5,operating
DocVerse,web,USA,2007.0,1300000.0,1,acquired
Qoof,ecommerce,ISR,2006.0,1700000.0,1,closed
Needium,enterprise,CAN,2010.0,1000000.0,1,closed
Infindo Technology Sdn Bhd,mobile,MYS,2007.0,1100000.0,1,operating
Parking Panda,transportation,USA,2011.0,4725000.0,2,operating
ObserveIT,security,ISR,2006.0,20000000.0,1,operating
TrackVia,software,USA,2006.0,9021221.0,4,operating
SOASTA,enterprise,USA,2006.0,63614000.0,7,operating
Return Path,messaging,USA,1999.0,51799963.0,4,operating
Palringo,messaging,GBR,2006.0,10278515.0,3,operating
Loopt,mobile,USA,2005.0,32006000.0,4,acquired
Couchsurfing,travel,USA,2004.0,22600000.0,2,operating
RockYou,games_video,USA,2005.0,136465336.0,9,operating
Yipit,web,USA,2010.0,7550000.0,3,operating
Next Jump,ecommerce,USA,1994.0,45000000.0,4,operating
Open-Xchange,software,USA,2005.0,37800000.0,3,operating
Virgance,web,USA,2008.0,750000.0,1,operating
One Block Off the Grid (1BOG),cleantech,USA,2008.0,5000000.0,1,acquired
LiveBuzz,mobile,USA,2008.0,50000.0,1,closed
Cheezburger,news,USA,2007.0,69000000.0,5,operating
Fix8,games_video,USA,,5000000.0,2,operating
XillianTV,web,USA,,800000.0,1,operating
SCL Elements,mobile,CAN,2009.0,2150000.0,1,operating
Salespush.com,enterprise,GBR,2008.0,290000.0,2,closed
MyLifeBrand,web,USA,,750000.0,1,closed
Feedbooks,web,FRA,2007.0,843242.0,3,operating
Tower Cloud,enterprise,USA,2006.0,109046753.0,4,operating
Adapt,enterprise,GBR,,46168126.0,1,operating
K1 Speed,games_video,USA,,6600000.0,1,operating
CV Ingenuity,medical,USA,2008.0,30926154.0,3,closed
Interrad Medical,medical,USA,,11500000.0,2,operating
Reply! Inc.,advertising,USA,2001.0,83511402.0,5,operating
Profyle,mobile,USA,2010.0,350000.0,1,operating
mangofizz jobs,web,USA,2007.0,300000.0,1,closed
Bridgeline Digital,software,USA,2000.0,7554000.0,5,ipo
Trovix,search,USA,2002.0,18250000.0,2,acquired
NFi Studios,advertising,USA,2004.0,350000.0,1,acquired
TotalTakeout,web,USA,,150000.0,1,operating
authorSTREAM.com,web,IND,2007.0,5000000.0,1,operating
PivotLink,software,USA,1998.0,45585068.0,6,operating
WangYou,web,CHN,,11120000.0,2,closed
eCourier.co.uk,web,GBR,2003.0,15071352.0,4,operating
MyBuys,advertising,USA,2006.0,38300000.0,5,operating
Citizenside,games_video,FRA,2006.0,1534376.0,2,acquired
Last.fm,music,GBR,2002.0,5000000.0,1,acquired
Adteractive,advertising,USA,,5100000.0,1,operating
Spotlight,mobile,JPN,2011.0,1858876.0,1,operating
Auditude,advertising,USA,1999.0,47500000.0,5,acquired
Podaddies,advertising,USA,2006.0,1000000.0,1,operating
navabi,fashion,DEU,2007.0,16480250.0,3,operating
Centro,advertising,USA,2001.0,22500000.0,1,operating
Clearwire,mobile,USA,2003.0,5700000000.0,4,acquired
Send Word Now,public_relations,USA,2001.0,33000000.0,3,operating
Piano Media,news,SVK,2010.0,2618600.0,1,operating
Sonian,enterprise,USA,2007.0,36200000.0,4,operating
First Solar,cleantech,USA,1999.0,427700000.0,1,ipo
QWiPS,social,USA,2010.0,1250000.0,1,operating
Selectable Media,advertising,USA,2011.0,4570000.0,3,operating
BlackArrow,advertising,USA,,59763076.0,5,operating
Yieldex,advertising,USA,2007.0,18500000.0,3,operating
Privaris,other,USA,2001.0,21836378.0,3,operating
Xeround,analytics,USA,2005.0,39800000.0,5,operating
Arena Solutions,software,USA,2000.0,35154999.0,5,operating
TRX Systems,software,USA,2004.0,2000000.0,2,operating
kidthing,ecommerce,USA,2005.0,3000000.0,1,closed
AccessSportsMedia.com,advertising,USA,2003.0,20000000.0,2,operating
GetBack,web,USA,2007.0,1700000.0,1,closed
ContentRealtime,other,USA,2007.0,50000.0,1,operating
Shhmooze,mobile,GBR,2010.0,33102.0,2,operating
eMotion Technologies,games_video,ISR,2010.0,10000.0,1,operating
Peerflix,advertising,USA,,10000000.0,2,acquired
Keek,social,CAN,,30500000.0,3,operating
ezCater,web,USA,,2790000.0,2,operating
Vtrim,web,USA,,900000.0,2,operating
Verismo Networks,games_video,USA,2003.0,17000000.0,1,operating
Quiet Logistics,software,USA,,5000000.0,1,operating
TheStreet,finance,USA,1996.0,3100000.0,1,ipo
SLI Systems,web,USA,2001.0,1000000.0,1,operating
Q-magic,public_relations,USA,2007.0,650000.0,1,closed
Omniture,advertising,USA,1996.0,25000000.0,1,acquired
StudyBlue,education,USA,2009.0,18453939.0,5,operating
Lookout,security,USA,2007.0,131000000.0,5,operating
Wrapp,web,USA,2011.0,25500000.0,3,operating
Drugstore.com,web,USA,1997.0,63000000.0,1,acquired
Haute Secure,security,USA,2006.0,2100000.0,2,acquired
Live Mobile,enterprise,IRL,2011.0,670086.0,2,operating
GlobalCrypto,software,USA,2006.0,1000000.0,2,closed
Lovely,real_estate,USA,2011.0,2000000.0,2,operating
Love Home Swap,web,GBR,2009.0,4136360.0,3,operating
On Networks,games_video,USA,,16000000.0,2,closed
uShip,transportation,USA,2003.0,44709996.0,5,operating
CopaCast,other,USA,2006.0,2750000.0,1,operating
LiveMinutes,web,USA,2011.0,1400000.0,1,operating
Vobile,web,USA,2005.0,10000000.0,1,operating
Vivox,advertising,USA,2005.0,22600000.0,4,operating
Flipswap,mobile,USA,2005.0,14000000.0,1,operating
Wellocities,web,CAN,,1055547.0,1,operating
NineSigma,enterprise,USA,2000.0,6500000.0,2,operating
InnoCentive,enterprise,USA,2001.0,30300000.0,4,operating
Egenera,enterprise,USA,2000.0,28000000.0,2,operating
Cassatt,software,USA,2003.0,15000000.0,1,acquired
TVplus,software,USA,2009.0,2475000.0,3,operating
Cartagenia,software,BEL,,2919180.0,1,operating
ClearChoice Holdings,health,USA,2005.0,53716111.0,2,operating
DeepDyve,web,USA,2005.0,5375000.0,2,operating
Verimatrix,software,USA,1999.0,46799996.0,6,operating
Move Networks,software,USA,,91300000.0,4,acquired
Pageflakes,web,USA,2006.0,4100000.0,2,acquired
Blackwave,network_hosting,USA,2006.0,28000000.0,3,acquired
JolieBox,ecommerce,FRA,,1428500.0,1,acquired
Lookmash,fashion,POL,2011.0,160000.0,1,operating
Planet Metrics,cleantech,USA,2007.0,2300000.0,1,closed
Populis,web,IRL,2004.0,18141250.0,1,operating
Illumix Software,software,GBR,2008.0,3000000.0,1,closed
Lulu,mobile,GBR,2010.0,6349997.0,4,operating
AdTotum,advertising,GBR,2009.0,49167.0,1,operating
SpiceCSM,enterprise,USA,2008.0,1000000.0,1,operating
Adfaces,advertising,GBR,2010.0,20118.0,1,operating
Tenrox by Upland,software,USA,1995.0,3900000.0,1,operating
Billeo,ecommerce,USA,2006.0,15260000.0,3,operating
ChartsNow,mobile,GBR,2009.0,931420.0,1,operating
Autotask,software,USA,2001.0,6000000.0,1,operating
Sapient,enterprise,USA,1990.0,2400000.0,1,acquired
HowStuffWorks,web,USA,1999.0,75000000.0,1,acquired
Education.com,education,USA,2006.0,30260000.0,5,operating
BitLeap,software,USA,2004.0,130000.0,1,acquired
Shopa,web,GBR,2012.0,1400000.0,2,operating
One True Media,games_video,USA,2005.0,14000000.0,2,operating
Easy Bill Online,public_relations,CAN,2003.0,100000.0,1,closed
Machinima,games_video,USA,2000.0,49550000.0,4,operating
Romotive,hardware,USA,2011.0,6500000.0,3,operating
Liquor.com,web,USA,2008.0,3100000.0,1,operating
As It Is,network_hosting,USA,1999.0,3000000.0,1,operating
Karmaloop,fashion,USA,2000.0,19000000.0,1,operating
Trustpilot,web,DNK,2007.0,18400000.0,3,operating
pickrset,games_video,USA,2007.0,100000.0,1,closed
NanoMas Technologies,hardware,USA,,3200000.0,1,operating
Spree Commerce,ecommerce,USA,2011.0,1500000.0,1,operating
PeerApp,software,USA,2004.0,22500000.0,4,operating
Memento,enterprise,USA,2002.0,27500000.0,5,operating
Geomagic,software,USA,1997.0,8000000.0,1,acquired
SynapSense,network_hosting,USA,2006.0,43500000.0,6,operating
Blueseed,travel,USA,2011.0,450000.0,3,operating
RealSelf,web,USA,2006.0,1950000.0,2,operating
Serena & Lily,ecommerce,USA,2003.0,26999989.0,4,operating
ZeniMax,games_video,USA,1999.0,585774337.0,7,operating
Infoaxe,search,USA,2007.0,3900000.0,2,operating
PatientKeeper,software,USA,1996.0,86708653.0,9,operating
Avantra Biosciences,biotech,USA,2010.0,8000000.0,1,closed
HiGear,automotive,USA,2011.0,1300000.0,1,acquired
aiHit,analytics,GBR,2007.0,5500000.0,1,operating
E Ink,hardware,USA,1997.0,52800000.0,2,acquired
Eurotechnology Japan,consulting,JPN,1997.0,100000.0,1,operating
Southern Air,transportation,USA,,55000000.0,1,operating
